name,platform,release_era,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Minecraft,PS3,post-2010,Misc,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Assassin's Creed II,X360,post-2010,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,Ubisoft Montreal,M
Tomb Raider II,PS,pre_2000s,Action,Others,2.3,2.46,0.2,0.28,5.24,85.0,13.0,8.200000000000001,36.0,Others,T
Madden NFL 2004,PS2,post-2010,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,94.0,29.0,8.5,140.0,EA Tiburon,E
Tomodachi Life,Others,post-2010,Simulation,Nintendo,0.97,2.11,1.9,0.24,5.23,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
New Super Mario Bros. U,Others,post-2010,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Others,E
Dragon Quest VIII: Journey of the Cursed King,PS2,post-2010,Role-Playing,Others,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Others,T
Super Mario Bros. 3,Others,post-2010,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Professor Layton and the Curious Village,DS,post-2010,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Others,E
Super Mario Land 3: Wario Land,Others,pre_2000s,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,85.0,10.333333333333334,7.466666666666666,300.6666666666667,missing,missing
FIFA Soccer 13,X360,post-2010,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E
Donkey Kong Country 2: Diddy's Kong Quest,Others,pre_2000s,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
Diablo III,PC,post-2010,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4.0,9629.0,Others,M
Medal of Honor: Rising Sun,PS2,post-2010,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,Others,T
Kirby's Dream Land,Others,pre_2000s,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,82.66666666666667,20.0,7.733333333333333,883.3333333333334,missing,missing
Microsoft Flight Simulator,PC,pre_2000s,Simulation,Others,3.22,1.69,0.0,0.2,5.12,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Guitar Hero II,PS2,post-2010,Misc,Others,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Others,T
Fable III,X360,post-2010,Role-Playing,Others,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Others,M
Mario & Sonic at the Olympic Games,DS,post-2010,Sports,Sega,1.63,2.45,0.44,0.57,5.09,91.0,80.0,8.366666666666667,1774.0,missing,missing
Resident Evil 5,PS3,post-2010,Action,Others,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M
The Legend of Zelda: Phantom Hourglass,DS,post-2010,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8.0,416.0,Others,E
Super Mario Bros.,Others,pre_2000s,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
FIFA Soccer 11,PS3,post-2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8.0,233.0,EA Sports,E
Resident Evil,PS,pre_2000s,Action,Others,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9.0,266.0,Capcom,M
Grand Theft Auto: Vice City Stories,PSP,post-2010,Action,Others,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8.0,150.0,Others,M
Tony Hawk's Pro Skater,PS,pre_2000s,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Others,T
Warzone 2100,PS,pre_2000s,Strategy,Others,2.79,1.89,0.0,0.33,5.01,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Spyro the Dragon,PS,pre_2000s,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,83.0,13.333333333333334,8.5,193.0,missing,missing
Guitar Hero III: Legends of Rock,PS2,post-2010,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,Others,T
Link's Crossbow Training,Wii,post-2010,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Others,T
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,post-2010,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Fallout 3,X360,post-2010,Role-Playing,Others,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Others,M
Uncharted: Drake's Fortune,PS3,post-2010,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,Others,T
Madden NFL 06,PS2,post-2010,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8.0,121.0,EA Sports,E
Diddy Kong Racing,Others,pre_2000s,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,91.0,16.333333333333332,9.0,1527.0,missing,missing
Monster Hunter Freedom 3,PSP,post-2010,Role-Playing,Others,0.0,0.0,4.87,0.0,4.87,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Super Smash Bros. for Wii U and 3DS,Others,post-2010,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Dr. Mario,Others,pre_2000s,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
StarCraft II: Wings of Liberty,PC,post-2010,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Others,T
Assassin's Creed,PS3,post-2010,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M
God of War III,PS3,post-2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,Others,M
Crash Team Racing,PS,pre_2000s,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9.0,233.0,Others,E
LEGO Star Wars: The Complete Saga,DS,post-2010,Action,Others,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,Others,E
Driver 2,PS,2000-2010,Action,Others,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Others,T
Batman: Arkham City,X360,post-2010,Action,Others,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Others,T
The Last of Us,Others,post-2010,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
The Simpsons: Hit & Run,PS2,post-2010,Racing,Others,1.73,2.19,0.0,0.79,4.7,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Tony Hawk's Pro Skater 2,PS,2000-2010,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Others,T
The Lord of the Rings: The Two Towers,PS2,post-2010,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Others,T
Tomb Raider,PS,pre_2000s,Action,Others,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Others,T
Animal Crossing: City Folk,Wii,post-2010,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Others,E
Uncharted: The Nathan Drake Collection,Others,post-2010,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Others,T
The Legend of Zelda: A Link to the Past,Others,pre_2000s,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
The Legend of Zelda: The Wind Waker,Others,post-2010,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Others,E
Guitar Hero III: Legends of Rock,Wii,post-2010,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Others,T
Luigi's Mansion: Dark Moon,Others,post-2010,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Others,E
Forza Motorsport 4,X360,post-2010,Racing,Others,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Others,E
Mario & Sonic at the Olympic Winter Games,Wii,post-2010,Sports,Sega,1.87,1.96,0.22,0.48,4.53,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Madden NFL 2005,PS2,post-2010,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E
Guitar Hero III: Legends of Rock,X360,post-2010,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Others,T
Pitfall!,Others,pre_2000s,Platform,Activision,4.21,0.24,0.0,0.05,4.5,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Madden NFL 07,PS2,post-2010,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E
Halo 5: Guardians,Others,post-2010,Shooter,Others,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,Others,T
Spider-Man: The Movie,PS2,post-2010,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Others,E
Dragon Quest VII: Warriors of Eden,PS,2000-2010,Role-Playing,Others,0.2,0.14,4.1,0.02,4.47,90.0,20.666666666666668,8.733333333333333,367.6666666666667,missing,missing
Call of Duty: Infinite Warfare,Others,post-2010,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Others,M
God of War,PS2,post-2010,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,Others,M
Splatoon,Others,post-2010,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Others,E10+
Nintendo Land,Others,post-2010,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Others,E10+
Tony Hawk's Pro Skater 3,PS2,post-2010,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Others,T
Winning Eleven: Pro Evolution Soccer 2007,PS2,post-2010,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E
The Elder Scrolls IV: Oblivion,X360,post-2010,Role-Playing,Others,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Others,M
Zelda II: The Adventure of Link,Others,pre_2000s,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Need for Speed: Most Wanted,PS2,post-2010,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,EA Canada,T
Michael Jackson: The Experience,Wii,post-2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,Others,E10+
Call of Duty: Advanced Warfare,PS3,post-2010,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,58.666666666666664,4.666666666666667,4.8,207.0,Others,M
Resistance: Fall of Man,PS3,post-2010,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Others,M
Sonic the Hedgehog,Others,pre_2000s,Platform,Sega,3.03,0.91,0.26,0.13,4.34,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
Kingdom Hearts II,PS2,post-2010,Role-Playing,Others,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,Others,E10+
The Legend of Zelda: Ocarina of Time,Others,post-2010,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Super Mario 3D World,Others,post-2010,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9.0,1607.0,Others,E
Minecraft,Others,post-2010,Misc,Others,1.48,2.02,0.14,0.68,4.32,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Asteroids,Others,pre_2000s,Shooter,Others,4.0,0.26,0.0,0.05,4.31,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Call of Duty: Advanced Warfare,X360,post-2010,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,58.666666666666664,4.666666666666667,4.9,221.0,Others,M
FIFA 15,PS3,post-2010,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,58.666666666666664,4.666666666666667,4.5,109.0,EA Sports,E
Fable II,X360,post-2010,Role-Playing,Others,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Others,M
Namco Museum,Others,post-2010,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Others,E
Batman: Arkham Asylum,PS3,post-2010,Action,Others,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Others,T
Metal Gear Solid 3: Snake Eater,PS2,post-2010,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,Others,M
Assassin's Creed: Revelations,PS3,post-2010,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M
Fallout 4,Others,post-2010,Role-Playing,Others,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Others,M
FIFA 14,X360,post-2010,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E
Daxter,PSP,post-2010,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,Others,E10+
Warcraft II: Tides of Darkness,PC,pre_2000s,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
FIFA Soccer 06,PS2,post-2010,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E
EyeToy Play,PS2,post-2010,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,Others,E
Gran Turismo 5 Prologue,PS3,post-2010,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Others,E
Assassin's Creed: Revelations,X360,post-2010,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M
FIFA 12,X360,post-2010,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Teenage Mutant Ninja Turtles,Others,pre_2000s,Action,Others,3.38,0.44,0.31,0.04,4.17,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Street Fighter IV,PS3,post-2010,Fighting,Others,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T
Excitebike,Others,pre_2000s,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Frogger,PS,pre_2000s,Action,Others,3.79,0.27,0.0,0.11,4.16,91.0,16.333333333333332,9.0,1527.0,missing,missing
Madden NFL 2003,PS2,post-2010,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E
Half-Life,PC,pre_2000s,Shooter,Others,4.03,0.0,0.09,0.0,4.12,96.0,24.0,9.1,3161.0,Others,M
Super Mario World 2: Yoshi's Island,Others,pre_2000s,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
FIFA Soccer 07,PS2,post-2010,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Street Fighter II Turbo,Others,pre_2000s,Fighting,Others,1.42,0.51,2.1,0.07,4.1,82.66666666666667,20.0,7.733333333333333,883.3333333333334,missing,missing
World of Warcraft: The Burning Crusade,PC,post-2010,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,46.0,7.9,785.0,Others,T
Battlefield 1,Others,post-2010,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,Others,M
God of War II,PS2,post-2010,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,Others,M
World Soccer Winning Eleven 9,PS2,post-2010,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,52.333333333333336,20.333333333333332,8.2,23.0,Konami,E
Fallout: New Vegas,X360,post-2010,Role-Playing,Others,2.66,1.03,0.04,0.33,4.05,84.0,81.0,8.1,769.0,Others,M
Forza Motorsport 2,X360,post-2010,Racing,Others,2.35,1.27,0.03,0.41,4.05,90.0,66.0,8.3,381.0,Others,E
Carnival Games,Wii,post-2010,Misc,Others,2.12,1.47,0.05,0.42,4.05,56.0,27.0,6.0,44.0,Others,E
Watch Dogs,Others,post-2010,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M
Namco Museum Vol.3,PS,pre_2000s,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Tekken Tag Tournament,PS2,2000-2010,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,25.0,8.5,117.0,Others,T
Far Cry 4,Others,post-2010,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M
Star Fox 64,Others,pre_2000s,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,91.0,16.333333333333332,9.0,1527.0,missing,missing
Golf,Others,pre_2000s,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Namco Museum: 50th Anniversary,PS2,post-2010,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,21.0,7.166666666666667,11.666666666666666,Others,E10+
Left 4 Dead 2,X360,post-2010,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,76.0,8.6,681.0,Others,M
The Witcher 3: Wild Hunt,Others,post-2010,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,79.0,9.2,10179.0,Others,M
Assassin's Creed: Unity,Others,post-2010,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,40.0,4.9,2050.0,Others,M
Batman: Arkham Knight,Others,post-2010,Action,Others,1.53,1.69,0.1,0.64,3.95,87.0,89.0,7.6,2679.0,Others,M
The Legend of Zelda: Skyward Sword,Wii,post-2010,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81.0,8.0,1958.0,Others,E10+
Fallout 3,PS3,post-2010,Role-Playing,Others,2.15,1.13,0.07,0.59,3.94,90.0,57.0,8.0,910.0,Others,M
Professor Layton and the Diabolical Box,DS,post-2010,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,65.0,8.8,72.0,Others,E10+
Donkey Kong Land,Others,pre_2000s,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,85.0,10.333333333333334,7.466666666666666,300.6666666666667,missing,missing
EA Sports Active,Wii,post-2010,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,27.0,8.7,39.0,EA Canada,E
Tony Hawk's Underground,PS2,post-2010,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,38.0,8.7,121.0,Others,T
Monster Hunter 4 Ultimate,Others,post-2010,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,80.0,8.7,348.0,Capcom,T
The Elder Scrolls V: Skyrim,PC,post-2010,Role-Playing,Others,1.16,2.12,0.0,0.6,3.88,94.0,32.0,8.1,9073.0,Others,M
NBA 2K16,Others,post-2010,Sports,Others,2.49,0.66,0.03,0.69,3.88,87.0,51.0,6.7,364.0,Others,E10+
Tekken 5,PS2,post-2010,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Others,T
Dragon Warrior III,Others,pre_2000s,Role-Playing,Others,0.1,0.0,3.77,0.0,3.87,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
MotorStorm,PS3,post-2010,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,9.0,7.4,220.0,Others,T
Nintendogs + cats,Others,post-2010,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
World Soccer Winning Eleven 8 International,PS2,post-2010,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,26.0,9.1,38.0,Others,E
Sports Champions,PS3,post-2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,64.0,7.9,104.0,Others,E10+
Namco Museum Vol.1,PS,pre_2000s,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
The Legend of Zelda: Link's Awakening,Others,pre_2000s,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,82.66666666666667,20.0,7.733333333333333,883.3333333333334,missing,missing
Call of Duty: Ghosts,Others,post-2010,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,49.0,3.7,1564.0,Others,M
Flash Focus: Vision Training in Minutes a Day,DS,post-2010,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,22.0,4.0,4.0,Others,E
Tom Clancy's The Division,Others,post-2010,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,64.0,7.0,2219.0,Others,M
Big Brain Academy: Wii Degree,Wii,post-2010,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33.0,6.9,39.0,Others,E
Resident Evil Director's Cut,PS,pre_2000s,Action,Others,1.82,1.24,0.47,0.25,3.77,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Mario & Luigi: Bowser's Inside Story,DS,post-2010,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
LEGO Indiana Jones: The Original Adventures,X360,post-2010,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,60.0,7.5,66.0,Others,E10+
The Sims: Unleashed,PC,post-2010,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,21.0,8.0,29.0,Others,T
Ratchet & Clank: Size Matters,PSP,post-2010,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Harry Potter and the Sorcerer's Stone,PS,post-2010,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,11.0,7.5,41.0,Others,E
Mario & Sonic at the London 2012 Olympic Games,Wii,post-2010,Sports,Sega,1.12,1.87,0.27,0.45,3.72,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Resident Evil 3: Nemesis,PS,pre_2000s,Action,Others,1.3,0.77,1.54,0.11,3.72,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Super Paper Mario,Wii,post-2010,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,56.0,7.9,417.0,Others,E
Spyro: Year of the Dragon,PS,2000-2010,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,15.0,8.8,207.0,Others,E
Assassin's Creed IV: Black Flag,PS3,post-2010,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36.0,8.1,840.0,Ubisoft,M
FIFA Soccer 2005,PS2,post-2010,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,27.0,7.6,56.0,EA Canada,E
Pokémon Trading Card Game,Others,pre_2000s,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,83.0,13.333333333333334,8.5,193.0,missing,missing
Friend Collection,DS,post-2010,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Tony Hawk's Pro Skater 4,PS2,post-2010,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,27.0,8.5,128.0,Others,T
Star Wars Battlefront (2015),Others,post-2010,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
MySims,DS,post-2010,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,15.0,7.3,13.0,Others,E
Midnight Club 3: DUB Edition,PSP,post-2010,Racing,Others,1.65,1.21,0.0,0.79,3.65,74.0,34.0,8.4,31.0,Others,E10+
Banjo-Kazooie,Others,pre_2000s,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,83.0,13.333333333333334,8.5,193.0,missing,missing
SOCOM: U.S. Navy SEALs,PS2,post-2010,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,42.0,7.9,82.0,Others,M
Jak and Daxter: The Precursor Legacy,PS2,post-2010,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,35.0,8.7,312.0,Others,E
Pokemon Snap,Others,pre_2000s,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Pro Evolution Soccer 2008,PS2,post-2010,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,10.0,7.9,38.0,Konami,E
Resident Evil 4,PS2,post-2010,Action,Others,2.08,0.83,0.46,0.25,3.62,96.0,38.0,8.9,1013.0,Capcom,M
Guitar Hero: World Tour,Wii,post-2010,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,18.0,7.6,71.0,Others,T
FIFA Soccer 10,PS3,post-2010,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E
Star Wars: Battlefront,PS2,post-2010,Shooter,Others,1.93,1.22,0.03,0.44,3.61,82.0,36.0,8.7,142.0,Others,T
Doom II: Hell on Earth,PC,pre_2000s,Shooter,Others,2.05,1.4,0.0,0.16,3.61,85.0,10.333333333333334,7.466666666666666,300.6666666666667,missing,missing
The Simpsons: Road Rage,PS2,post-2010,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Others,T
Luigi's Mansion,Others,post-2010,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34.0,8.5,161.0,Others,E
Battlefield 4,Others,post-2010,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,18.0,6.9,1580.0,Others,M
Star Wars: Battlefront II,PS2,post-2010,Shooter,Others,2.18,1.02,0.03,0.37,3.59,84.0,30.0,9.0,268.0,Others,T
